date,open,high,low,close,volume,average,barCount
2026-04-09 01:34:32-04:00,4742.6,4742.6,4742.6,4742.6,0.0,4742.6,0
2026-04-09 01:34:33-04:00,4742.2,4742.2,4742.1,4742.1,3.0,4742.13,2
2026-04-09 01:34:34-04:00,4742.1,4742.1,4742.1,4742.1,0.0,4742.1,0
2026-04-09 01:34:35-04:00,4742.1,4742.1,4742.1,4742.1,0.0,4742.1,0
2026-04-09 01:34:36-04:00,4742.1,4742.1,4742.1,4742.1,0.0,4742.1,0
2026-04-09 01:34:37-04:00,4742.1,4742.1,4742.1,4742.1,0.0,4742.1,0
2026-04-09 01:34:38-04:00,4742.0,4742.0,4742.0,4742.0,2.0,4742.0,2
2026-04-09 01:34:39-04:00,4741.9,4741.9,4741.9,4741.9,2.0,4741.9,2
2026-04-09 01:34:40-04:00,4741.9,4741.9,4741.9,4741.9,0.0,4741.9,0
2026-04-09 01:34:41-04:00,4741.8,4741.8,4741.8,4741.8,2.0,4741.8,1
2026-04-09 01:34:42-04:00,4741.8,4741.8,4741.8,4741.8,0.0,4741.8,0
2026-04-09 01:34:43-04:00,4741.8,4741.8,4741.8,4741.8,0.0,4741.8,0
2026-04-09 01:34:44-04:00,4741.8,4741.8,4741.8,4741.8,0.0,4741.8,0
2026-04-09 01:34:45-04:00,4741.8,4741.8,4741.8,4741.8,0.0,4741.8,0
2026-04-09 01:34:46-04:00,4741.8,4741.8,4741.8,4741.8,0.0,4741.8,0
2026-04-09 01:34:47-04:00,4742.6,4742.6,4742.6,4742.6,2.0,4742.6,1
2026-04-09 01:34:48-04:00,4742.6,4742.6,4742.6,4742.6,0.0,4742.6,0
2026-04-09 01:34:49-04:00,4742.6,4742.6,4742.6,4742.6,0.0,4742.6,0
2026-04-09 01:34:50-04:00,4743.1,4743.1,4743.1,4743.1,1.0,4743.1,1
2026-04-09 01:34:51-04:00,4743.1,4743.1,4743.1,4743.1,1.0,4743.1,1
2026-04-09 01:34:52-04:00,4743.1,4743.1,4743.1,4743.1,0.0,4743.1,0
2026-04-09 01:34:53-04:00,4743.1,4743.1,4743.1,4743.1,0.0,4743.1,0
2026-04-09 01:34:54-04:00,4743.1,4743.1,4743.1,4743.1,2.0,4743.1,1
